instruction,intent,category,baseline_output,naive_rag_output,reference,baseline_rouge1,baseline_rougeL,baseline_bleu,naive_rag_rouge1,naive_rag_rougeL,naive_rag_bleu,baseline_hallucination,naive_rag_hallucination
I need help with account recovery for order 101885,account_recovery,ACCOUNT,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Account Recovery SOP: Use this procedure when a customer cannot access their account due to a lockout, a lost email address, suspected unauthorized access, or a disabled account — anything beyond a simple forgotten password (see the password reset procedure for that case). Before any recovery action, verify identity with at least two of: the registered email, the last order identifier, the billing postal code, or the last four digits of the payment method on file. Never read back full payment details or one-time codes to the customer. Accounts lock for 30 minutes after five failed sign-in attempts. If the customer did not make those attempts, treat it as a possible compromise: unlock only after identity verificat","# Account Recovery ## When To Use Use this procedure when a customer cannot access their account due to a lockout, a lost email address, suspected unauthorized access, or a disabled account — anything beyond a simple forgotten password (see the password reset procedure for that case). ## Identity Verification Before any recovery action, verify identity with at least two of: the registered email, the last order identifier, the billing postal code, or the last four digits of the payment method on file. Never read back full payment details or one-time codes to the customer. ## Lockout After Failed Attempts Accounts lock for 30 minutes after five failed sign-in attempts. If the customer did not make those attempts, treat it as a possible compromise: unlock only after identity verification, force a password reset, and recommend enabling two-factor authentication. ## Lost Or Changed Email If t",0.056338028169014086,0.04929577464788732,4.83159145245251e-05,0.823943661971831,0.8169014084507042,0.7767511698293887,False,False
I need help with product return for order 104245,product_return,RETURNS,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Product Return SOP: Covers physically returning an item, whether for a refund, an exchange, or a warranty replacement. The monetary outcome is governed by the refund policy; this procedure covers the logistics of getting the item back. Items may be returned within 30 days of delivery. They should be in resalable condition with original packaging where practical. Defective or incorrectly-shipped items can be returned at any reasonable time and never incur a restocking deduction. 1. Issue a prepaid return label for defective or wrong-item cases at no cost to the customer. 2. For change-of-mind returns, the customer may be responsible for return shipping unless a free-returns promotion applies. 3. Provide a return","# Product Return ## Scope Covers physically returning an item, whether for a refund, an exchange, or a warranty replacement. The monetary outcome is governed by the refund policy; this procedure covers the logistics of getting the item back. ## Return Window Items may be returned within 30 days of delivery. They should be in resalable condition with original packaging where practical. Defective or incorrectly-shipped items can be returned at any reasonable time and never incur a restocking deduction. ## Return Methods 1. Issue a prepaid return label for defective or wrong-item cases at no cost to the customer. 2. For change-of-mind returns, the customer may be responsible for return shipping unless a free-returns promotion applies. 3. Provide a return reference and instructions for drop-off or pickup. ## Exchanges For size, color, or model swaps, create the replacement order on a hold an",0.05555555555555555,0.034722222222222224,4.392672498345256e-05,0.8125,0.8055555555555556,0.7628625920701527,False,False
I need help with payment methods for order 101475,payment_methods,BILLING,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Payment Methods SOP: The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline","# Payment Methods ## Accepted Methods The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. ## Authorization vs Capture At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. ## Failed Or Declined Payments Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline persists. Never ask the customer to send full card numbers or security codes through chat or email. ##",0.06206896551724138,0.034482758620689655,4.313564199063211e-05,0.8344827586206897,0.8206896551724138,0.782205578295506,False,False
I need help with billing disputes for order 104785,billing_disputes,BILLING,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Billing Disputes SOP: Use this when a customer questions a charge: an amount they do not recognize, a charge larger than expected, a duplicate charge, or a charge after they believed a service had ended. Refund eligibility itself is governed by the refund policy; this procedure focuses on investigating the charge. 1. Identify the exact charge: date, amount, and descriptor. 2. Match it to an order, subscription renewal, tax/shipping component, or pre-authorization hold. 3. Distinguish a true duplicate from a pending authorization that will drop off automatically within 3–5 business days. - **Pre-authorization holds:** temporary and release on their own; explain rather than refund. - **Proration:** plan changes mid","# Billing Disputes ## Scope Use this when a customer questions a charge: an amount they do not recognize, a charge larger than expected, a duplicate charge, or a charge after they believed a service had ended. Refund eligibility itself is governed by the refund policy; this procedure focuses on investigating the charge. ## Triage 1. Identify the exact charge: date, amount, and descriptor. 2. Match it to an order, subscription renewal, tax/shipping component, or pre-authorization hold. 3. Distinguish a true duplicate from a pending authorization that will drop off automatically within 3–5 business days. ## Common Causes - **Pre-authorization holds:** temporary and release on their own; explain rather than refund. - **Proration:** plan changes mid-cycle create a partial line item. - **Tax or shipping:** shown separately from the item subtotal. - **Genuine duplicate or system error:** rever",0.044444444444444446,0.02962962962962963,6.275095612008766e-05,0.8222222222222222,0.8148148148148148,0.7719396762881455,False,False
I need help with product return for order 104310,product_return,RETURNS,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Product Return SOP: Covers physically returning an item, whether for a refund, an exchange, or a warranty replacement. The monetary outcome is governed by the refund policy; this procedure covers the logistics of getting the item back. Items may be returned within 30 days of delivery. They should be in resalable condition with original packaging where practical. Defective or incorrectly-shipped items can be returned at any reasonable time and never incur a restocking deduction. 1. Issue a prepaid return label for defective or wrong-item cases at no cost to the customer. 2. For change-of-mind returns, the customer may be responsible for return shipping unless a free-returns promotion applies. 3. Provide a return","# Product Return ## Scope Covers physically returning an item, whether for a refund, an exchange, or a warranty replacement. The monetary outcome is governed by the refund policy; this procedure covers the logistics of getting the item back. ## Return Window Items may be returned within 30 days of delivery. They should be in resalable condition with original packaging where practical. Defective or incorrectly-shipped items can be returned at any reasonable time and never incur a restocking deduction. ## Return Methods 1. Issue a prepaid return label for defective or wrong-item cases at no cost to the customer. 2. For change-of-mind returns, the customer may be responsible for return shipping unless a free-returns promotion applies. 3. Provide a return reference and instructions for drop-off or pickup. ## Exchanges For size, color, or model swaps, create the replacement order on a hold an",0.05555555555555555,0.034722222222222224,4.392672498345256e-05,0.8125,0.8055555555555556,0.7628625920701527,False,False
I need help with escalation matrix for order 105190,escalation_matrix,ESCALATION,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so","# Escalation Matrix ## Purpose Defines when and how to move a case beyond a first-line agent so customers get the right authority quickly without unnecessary hand-offs. ## Severity Levels - **P1 — Critical:** confirmed account takeover, payment fraud, data breach, or a widespread outage. Escalate immediately to the security or incident queue; do not wait for the customer to follow up. - **P2 — High:** data loss risk, repeated failed resolution, high-value dispute, legal or regulatory mention, or a vulnerable customer. Route to a supervisor the same business day. - **P3 — Medium:** standard dispute above agent authority, policy exception request, or a reproducible technical bug. Queue to the relevant specialist team. - **P4 — Low:** routine question answerable with existing procedures. No escalation. ## Authority Limits First-line agents may approve refunds, goodwill credits, and shipping",0.03875968992248062,0.023255813953488372,7.978278157083814e-05,0.23255813953488372,0.11627906976744186,0.006902258640811028,False,True
I need help with data privacy for order 102875,data_privacy,PRIVACY,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Data Privacy SOP: Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, ","# Data Privacy ## Scope Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. ## Core Principles Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. ## Data Subject Requests - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, or fraud-prevention reasons; explain any such retention plainly. - **Marketing opt-out:** honored promptly and does not affect essen",0.0390625,0.03125,8.367387139141083e-05,0.8046875,0.8046875,0.7568895811231479,False,False
I need help with payment methods for order 101800,payment_methods,BILLING,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Payment Methods SOP: The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline","# Payment Methods ## Accepted Methods The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. ## Authorization vs Capture At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. ## Failed Or Declined Payments Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline persists. Never ask the customer to send full card numbers or security codes through chat or email. ##",0.06206896551724138,0.034482758620689655,4.313564199063211e-05,0.8344827586206897,0.8206896551724138,0.782205578295506,False,False
I need help with shipping delays for order 102700,shipping_delays,ORDERS,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Order Tracking SOP: Helps customers locate an order and interpret its status. Orders that have clearly exceeded their delivery window follow the shipping delays procedure. - **Processing:** payment confirmed, not yet packed. - **Preparing to ship:** packed, awaiting carrier pickup. - **In transit:** carrier has the parcel; tracking events update as it moves. - **Out for delivery:** on the vehicle for delivery that day. - **Delivered:** carrier marked the parcel delivered. - **Exception:** address issue, failed delivery, or held parcel needing action. Locate the order by its identifier and the registered email. Provide the tracking number and carrier link. Tracking can take up to 24 hours to show the first scan ","# Shipping Delays ## Scope This procedure covers orders that have shipped but are running behind the estimated delivery date, as well as orders stuck in a pre-shipment state. ## Standard Timelines Domestic orders deliver within 3–7 business days; international orders within 10–21 business days. An order is only considered ""delayed"" once it has passed the upper bound of its quoted window. Carrier scans can lag reality by up to 24 hours, so a single stale tracking event is not by itself a delay. ## Agent Steps 1. Confirm the order identifier and the original estimated window. 2. Check the latest carrier scan and the warehouse dispatch status. 3. If the parcel is in transit but late, open a carrier trace and tell the customer to expect an update within 24–48 hours. 4. If the parcel shows no movement for more than 5 business days, treat it as potentially lost and offer a replacement shipment",0.05161290322580645,0.04516129032258064,4.626379333889169e-05,0.3096774193548387,0.12903225806451613,0.04295235163164187,False,False
I need help with billing disputes for order 102705,billing_disputes,BILLING,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Billing Disputes SOP: Use this when a customer questions a charge: an amount they do not recognize, a charge larger than expected, a duplicate charge, or a charge after they believed a service had ended. Refund eligibility itself is governed by the refund policy; this procedure focuses on investigating the charge. 1. Identify the exact charge: date, amount, and descriptor. 2. Match it to an order, subscription renewal, tax/shipping component, or pre-authorization hold. 3. Distinguish a true duplicate from a pending authorization that will drop off automatically within 3–5 business days. - **Pre-authorization holds:** temporary and release on their own; explain rather than refund. - **Proration:** plan changes mid","# Billing Disputes ## Scope Use this when a customer questions a charge: an amount they do not recognize, a charge larger than expected, a duplicate charge, or a charge after they believed a service had ended. Refund eligibility itself is governed by the refund policy; this procedure focuses on investigating the charge. ## Triage 1. Identify the exact charge: date, amount, and descriptor. 2. Match it to an order, subscription renewal, tax/shipping component, or pre-authorization hold. 3. Distinguish a true duplicate from a pending authorization that will drop off automatically within 3–5 business days. ## Common Causes - **Pre-authorization holds:** temporary and release on their own; explain rather than refund. - **Proration:** plan changes mid-cycle create a partial line item. - **Tax or shipping:** shown separately from the item subtotal. - **Genuine duplicate or system error:** rever",0.044444444444444446,0.02962962962962963,6.275095612008766e-05,0.8222222222222222,0.8148148148148148,0.7719396762881455,False,False
I need help with password reset for order 104490,password_reset,ACCOUNT,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Password Reset SOP: This covers the routine case of a customer who knows their account email but has forgotten or wants to change their password. Lockouts, lost email access, or suspected compromise follow the account recovery procedure instead. Direct the customer to the ""Forgot password"" link on the sign-in page. A reset email is sent to the registered address and the link is valid for 60 minutes and single use. Advise checking spam folders and allowing a few minutes for delivery. - **No email received:** confirm the spelling of the registered address, resend once, and check the address is not an unverified alias. - **Link expired or already used:** generate a fresh reset; old links intentionally stop working","# Password Reset ## Scope This covers the routine case of a customer who knows their account email but has forgotten or wants to change their password. Lockouts, lost email access, or suspected compromise follow the account recovery procedure instead. ## Self-Service Flow Direct the customer to the ""Forgot password"" link on the sign-in page. A reset email is sent to the registered address and the link is valid for 60 minutes and single use. Advise checking spam folders and allowing a few minutes for delivery. ## Common Failure Points - **No email received:** confirm the spelling of the registered address, resend once, and check the address is not an unverified alias. - **Link expired or already used:** generate a fresh reset; old links intentionally stop working for security. - **Reset succeeds but sign-in still fails:** confirm the customer is using the updated password and not a saved ",0.027777777777777776,0.027777777777777776,3.693782557242103e-05,0.8125,0.8055555555555556,0.7628625920701527,False,False
I need help with refund policy for order 100710,refund_policy,BILLING,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so","# Refund Policy ## Eligibility Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. ## Refund Methods Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. ## Processing Time Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so advise customers that the full cycle may take up to 12 business days. Duplicate or accidental charges are prioritized and typically",0.04081632653061224,0.027210884353741496,3.5436602094327226e-05,0.8367346938775511,0.8231292517006803,0.7853360551418002,False,False
My issue is about data privacy; what should I do next?,data_privacy,PRIVACY,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Data Privacy SOP: Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, ","# Data Privacy ## Scope Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. ## Core Principles Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. ## Data Subject Requests - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, or fraud-prevention reasons; explain any such retention plainly. - **Marketing opt-out:** honored promptly and does not affect essen",0.0390625,0.03125,8.367387139141083e-05,0.8046875,0.8046875,0.7568895811231479,False,False
What is the company policy for refund policy?,refund_policy,BILLING,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so","# Refund Policy ## Eligibility Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. ## Refund Methods Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. ## Processing Time Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so advise customers that the full cycle may take up to 12 business days. Duplicate or accidental charges are prioritized and typically",0.04081632653061224,0.027210884353741496,3.5436602094327226e-05,0.8367346938775511,0.8231292517006803,0.7853360551418002,False,False
I need help with shipping delays for order 101335,shipping_delays,ORDERS,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Order Tracking SOP: Helps customers locate an order and interpret its status. Orders that have clearly exceeded their delivery window follow the shipping delays procedure. - **Processing:** payment confirmed, not yet packed. - **Preparing to ship:** packed, awaiting carrier pickup. - **In transit:** carrier has the parcel; tracking events update as it moves. - **Out for delivery:** on the vehicle for delivery that day. - **Delivered:** carrier marked the parcel delivered. - **Exception:** address issue, failed delivery, or held parcel needing action. Locate the order by its identifier and the registered email. Provide the tracking number and carrier link. Tracking can take up to 24 hours to show the first scan ","# Shipping Delays ## Scope This procedure covers orders that have shipped but are running behind the estimated delivery date, as well as orders stuck in a pre-shipment state. ## Standard Timelines Domestic orders deliver within 3–7 business days; international orders within 10–21 business days. An order is only considered ""delayed"" once it has passed the upper bound of its quoted window. Carrier scans can lag reality by up to 24 hours, so a single stale tracking event is not by itself a delay. ## Agent Steps 1. Confirm the order identifier and the original estimated window. 2. Check the latest carrier scan and the warehouse dispatch status. 3. If the parcel is in transit but late, open a carrier trace and tell the customer to expect an update within 24–48 hours. 4. If the parcel shows no movement for more than 5 business days, treat it as potentially lost and offer a replacement shipment",0.05161290322580645,0.04516129032258064,4.626379333889169e-05,0.3096774193548387,0.12903225806451613,0.04295235163164187,False,False
I need help with order tracking for order 100030,order_tracking,ORDERS,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Order Tracking SOP: Helps customers locate an order and interpret its status. Orders that have clearly exceeded their delivery window follow the shipping delays procedure. - **Processing:** payment confirmed, not yet packed. - **Preparing to ship:** packed, awaiting carrier pickup. - **In transit:** carrier has the parcel; tracking events update as it moves. - **Out for delivery:** on the vehicle for delivery that day. - **Delivered:** carrier marked the parcel delivered. - **Exception:** address issue, failed delivery, or held parcel needing action. Locate the order by its identifier and the registered email. Provide the tracking number and carrier link. Tracking can take up to 24 hours to show the first scan ","# Order Tracking ## Scope Helps customers locate an order and interpret its status. Orders that have clearly exceeded their delivery window follow the shipping delays procedure. ## Order States - **Processing:** payment confirmed, not yet packed. - **Preparing to ship:** packed, awaiting carrier pickup. - **In transit:** carrier has the parcel; tracking events update as it moves. - **Out for delivery:** on the vehicle for delivery that day. - **Delivered:** carrier marked the parcel delivered. - **Exception:** address issue, failed delivery, or held parcel needing action. ## Finding The Order Locate the order by its identifier and the registered email. Provide the tracking number and carrier link. Tracking can take up to 24 hours to show the first scan after a label is created, so a label with no movement on day one is expected, not lost. ## ""Delivered But Not Received"" 1. Confirm the sh",0.07352941176470588,0.04411764705882353,0.00012089319216996199,0.7720588235294118,0.7647058823529411,0.7147360267465687,False,False
I need help with working hours for order 101325,working_hours,GENERAL,Please contact support with your order details. The team will review the issue and provide an update as soon as possible.,"According to the Working Hours SOP: Live chat and phone support operate Monday to Friday, 08:00–20:00, and weekends 10:00–18:00, in the customer's local business region. Email and ticket support are accepted 24/7 and answered during staffed hours. - Live chat: under 2 minutes to first response during staffed hours. - Phone: under 5 minutes average wait during staffed hours. - Email or ticket: first reply within one business day; complex cases within three business days with interim updates. Outside staffed hours, customers can self-serve through the help center, order tracking, and the password reset flow. Critical issues — confirmed fraud, account takeover, or a major outage — are monitored continuously and actioned by the on","# Working Hours ## Support Availability Live chat and phone support operate Monday to Friday, 08:00–20:00, and weekends 10:00–18:00, in the customer's local business region. Email and ticket support are accepted 24/7 and answered during staffed hours. ## Response Targets - Live chat: under 2 minutes to first response during staffed hours. - Phone: under 5 minutes average wait during staffed hours. - Email or ticket: first reply within one business day; complex cases within three business days with interim updates. ## After-Hours Handling Outside staffed hours, customers can self-serve through the help center, order tracking, and the password reset flow. Critical issues — confirmed fraud, account takeover, or a major outage — are monitored continuously and actioned by the on-call queue regardless of the clock. ## Holidays And Peak Periods On public holidays, support runs reduced weekend h",0.04285714285714286,0.04285714285714286,4.94557621856748e-05,0.8285714285714286,0.8214285714285714,0.7805327203592376,False,False
